nodeName	altName	nodeAttr[nodesPresent, ]
MCUR1	MCUR1	turquoise
SURF2	SURF2	turquoise
SARS	SARS	turquoise
IDI1	IDI1	turquoise
CLPB	CLPB	turquoise
AAGAB	AAGAB	turquoise
MRPS2	MRPS2	turquoise
SLC25A22	SLC25A22	turquoise
PSMC3	PSMC3	turquoise
BCL9	BCL9	turquoise
DNAJC14	DNAJC14	turquoise
RUNDC1	RUNDC1	turquoise
CKAP4	CKAP4	turquoise
DNAJC5	DNAJC5	turquoise
ADNP	ADNP	turquoise
CD2BP2	CD2BP2	turquoise
CREB3	CREB3	turquoise
MRM2	MRM2	turquoise
SIRT1	SIRT1	turquoise
LRP2BP	LRP2BP	turquoise
COX10	COX10	turquoise
FAM86JP///FAM86HP///FAM86DP///FAM86B2///FAM86FP///FAM86C2P///FAM86B3P///EEF2KMT///FAM86B1///FAM86C1	FAM86JP///FAM86HP///FAM86DP///FAM86B2///FAM86FP///FAM86C2P///FAM86B3P///EEF2KMT///FAM86B1///FAM86C1	turquoise
ZNF544	ZNF544	turquoise
KLF16	KLF16	turquoise
CHPF2	CHPF2	turquoise
HMG20A	HMG20A	turquoise
CAD	CAD	turquoise
TRIB3	TRIB3	turquoise
PSMD13	PSMD13	turquoise
PRIMPOL	PRIMPOL	turquoise
GOLGA3	GOLGA3	turquoise
ALDH16A1	ALDH16A1	turquoise
SRRT	SRRT	turquoise
THUMPD1	THUMPD1	turquoise
ASCC2	ASCC2	turquoise
ACY1	ACY1	turquoise
YWHAG	YWHAG	turquoise
ULK3	ULK3	turquoise
NSUN5	NSUN5	turquoise
TMEM127	TMEM127	turquoise
HMOX2	HMOX2	turquoise
CCM2	CCM2	turquoise
POLR2H	POLR2H	turquoise
PPP3CC	PPP3CC	turquoise
ARID2	ARID2	turquoise
ARID1B	ARID1B	turquoise
MRPL18	MRPL18	turquoise
C14orf119	C14orf119	turquoise
USP5	USP5	turquoise
EIF3B	EIF3B	turquoise
RPL15	RPL15	turquoise
FXN	FXN	turquoise
ARG2	ARG2	turquoise
NEMP2	NEMP2	turquoise
LDOC1L	LDOC1L	turquoise
LOC107133515///LRRC37BP1///LRRC37B	LOC107133515///LRRC37BP1///LRRC37B	turquoise
ATP13A2	ATP13A2	turquoise
DDX49	DDX49	turquoise
LMO7DN	LMO7DN	turquoise
TMED6	TMED6	turquoise
FTSJ1	FTSJ1	turquoise
UGGT1	UGGT1	turquoise
ALG2	ALG2	turquoise
ELOVL5	ELOVL5	turquoise
STT3A	STT3A	turquoise
NR2C2AP	NR2C2AP	turquoise
AMPD2	AMPD2	turquoise
RNF123	RNF123	turquoise
KDM5D	KDM5D	turquoise
MBD3	MBD3	turquoise
E2F4	E2F4	turquoise
MPI	MPI	turquoise
BRPF1	BRPF1	turquoise
NKIRAS2	NKIRAS2	turquoise
PPME1	PPME1	turquoise
MRPS5	MRPS5	turquoise
BPTF	BPTF	turquoise
MRPL52	MRPL52	turquoise
ELP2	ELP2	turquoise
HARS	HARS	turquoise
ATAD3C///ATAD3B///ATAD3A	ATAD3C///ATAD3B///ATAD3A	turquoise
SUGP1	SUGP1	turquoise
SMARCA2	SMARCA2	turquoise
REV3L	REV3L	turquoise
SIGMAR1	SIGMAR1	turquoise
SNRNP25	SNRNP25	turquoise
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	turquoise
PPP1R14B///LIMK2	PPP1R14B///LIMK2	turquoise
RC3H1	RC3H1	turquoise
FARSA	FARSA	turquoise
RIC8A///RIC8A	RIC8A///RIC8A	turquoise
DIAPH2	DIAPH2	turquoise
STOX2	STOX2	turquoise
ZNF655	ZNF655	turquoise
AP5B1	AP5B1	turquoise
MFSD7	MFSD7	turquoise
FASTKD3	FASTKD3	turquoise
PPP1R2	PPP1R2	turquoise
ZNF485	ZNF485	turquoise
ZNF767P	ZNF767P	turquoise
RAPGEF6	RAPGEF6	turquoise
PDIA3P1///PDIA3	PDIA3P1///PDIA3	turquoise
CEP85L	CEP85L	turquoise
TOMM20	TOMM20	turquoise
GEMIN5	GEMIN5	turquoise
LSM12	LSM12	turquoise
CAMK1	CAMK1	turquoise
TOP3A	TOP3A	turquoise
MPV17L2	MPV17L2	turquoise
DHRS12	DHRS12	turquoise
H2AFV	H2AFV	turquoise
VN1R1	VN1R1	turquoise
CREBL2	CREBL2	turquoise
WDR33	WDR33	turquoise
ZNF208	ZNF208	turquoise
CDK2AP2	CDK2AP2	turquoise
FAM8A1	FAM8A1	turquoise
SMS	SMS	turquoise
RFXANK	RFXANK	turquoise
WASL	WASL	turquoise
FAM172A	FAM172A	turquoise
POFUT1	POFUT1	turquoise
GATC	GATC	turquoise
MAP2K1	MAP2K1	turquoise
ZKSCAN8	ZKSCAN8	turquoise
CCDC84	CCDC84	turquoise
FAM83H	FAM83H	turquoise
FAM120A	FAM120A	turquoise
KRT6B	KRT6B	turquoise
C10orf131	C10orf131	turquoise
CCT4	CCT4	turquoise
STOML1	STOML1	turquoise
PRKDC	PRKDC	turquoise
ATAD3A	ATAD3A	turquoise
YPEL5	YPEL5	turquoise
PTGES	PTGES	turquoise
CCT3	CCT3	turquoise
SLC27A4	SLC27A4	turquoise
TFPT	TFPT	turquoise
DENND1A	DENND1A	turquoise
ZNF264	ZNF264	turquoise
CDK12	CDK12	turquoise
DNHD1	DNHD1	turquoise
POMT2	POMT2	turquoise
PSMD11	PSMD11	turquoise
TMED10P1	TMED10P1	turquoise
GNG5	GNG5	turquoise
PSMD2	PSMD2	turquoise
ZNF597	ZNF597	turquoise
PPM1A	PPM1A	turquoise
DNAJC27	DNAJC27	turquoise
MMP1	MMP1	turquoise
POLR3A	POLR3A	turquoise
SKIV2L	SKIV2L	turquoise
TFG	TFG	turquoise
ZNF471	ZNF471	turquoise
BOD1L1	BOD1L1	turquoise
PABPC1L	PABPC1L	turquoise
MED16	MED16	turquoise
PCSK7	PCSK7	turquoise
FBXL14	FBXL14	turquoise
